RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,CreditScore
0.13927207266338726,69,15,3.3806269879414512,5086,10,11,0,17,1,621
0.794025189270296,79,11,0.6921774666469716,9531,2,4,1,17,3,695
0.6200727559285135,40,11,2.894200840177963,5270,1,1,9,6,3,577
0.5334610919763215,43,19,2.8474224208612693,7019,8,6,2,3,2,828
0.8938925830509576,85,5,4.3420539397069104,1556,13,12,0,12,0,562
0.7885972112245307,72,3,1.8956382918782348,9022,3,14,8,16,2,592
0.15167487973275118,23,5,1.857429718297171,6452,8,2,9,1,4,593
0.31172206779554823,52,10,3.092635293590928,4567,12,19,7,13,3,694
0.24848913981446574,39,0,3.165363267497565,4899,17,4,4,2,3,812
0.743946292572677,60,14,2.346426136628952,7477,14,7,1,4,1,479
0.03353243473577938,32,10,2.2152968116521055,8500,9,0,4,13,2,534
0.5698896848713165,77,18,2.4707383531894136,2016,15,7,5,2,1,636
0.7624586857406905,29,17,4.30522649751656,7470,11,17,0,6,3,307
0.8767656367617495,66,16,2.30583450626955,3062,19,19,3,17,2,742
0.34208174871590746,59,18,4.6996589598491125,5321,4,15,8,12,2,838
0.8212573046720129,55,13,2.5200188179816303,4496,1,17,1,9,4,390
0.11063173695520723,62,17,4.746003465904457,2813,9,19,4,12,4,571
0.8464522917345182,52,18,4.164159509345379,7256,0,11,0,15,0,304
0.12748866233198242,47,14,1.8121566130791456,3313,6,12,3,8,4,518
0.39728729056036727,47,14,4.31820710648308,2231,16,12,3,1,2,417
0.7972953657795536,23,3,0.5503164210055761,6831,15,9,5,4,4,414
0.14991742734877378,84,6,4.625235876715072,3999,2,6,9,16,0,562
0.22925139523264149,24,12,3.158217575414458,4440,13,13,8,3,3,605
0.7222525683930663,69,2,0.2719537426115559,5056,9,15,2,16,4,721
0.7200365365460744,31,15,3.221283618254058,1305,6,14,8,8,2,506
0.6411476328852973,32,8,4.87123827072378,2689,16,11,5,19,3,602
0.6939484444671,38,7,0.3490032730731446,4917,5,8,6,1,2,411
0.5427244433475962,52,19,2.7734385489004314,8080,3,7,9,17,3,716
0.25179905890695276,83,12,3.738971748796862,9611,16,17,1,10,2,584
0.34569599350391944,19,16,4.051292933497656,3936,8,17,9,12,4,484
0.18159771680142567,52,16,2.069137326603979,4862,3,12,5,7,4,520
0.9084505613336283,37,16,1.0208327958412151,6649,6,17,5,0,0,743
0.5833917947661205,27,0,0.21171139386191917,4261,1,14,1,16,3,416
0.4008514167636399,42,7,2.898630785486124,2819,16,3,1,11,0,369
0.4620058036441327,83,18,2.264555351338054,2342,7,16,1,3,1,369
0.9472833396118153,42,5,4.743721975748555,6560,14,4,9,12,4,726
0.1533514031160802,71,2,0.3030245385745489,3226,14,15,0,8,3,742
0.5862298320167972,50,4,3.4269767172300285,2079,7,8,4,6,0,436
0.505888678884466,53,12,0.12483111060028584,5206,15,9,7,4,0,803
0.6114542354346478,31,14,0.8571708835527136,7280,18,17,1,4,1,430
0.01811018382084051,82,13,2.2678949996141706,8235,10,16,4,16,0,517
0.8721239089441515,71,15,2.274362214014341,1813,1,17,7,8,2,470
0.9321182824836124,69,17,3.4285027146682197,6089,16,6,9,5,4,774
0.5651331835892089,20,10,4.551065174338783,3031,15,3,4,18,0,428
0.6966508238768923,58,2,3.195160794574604,9514,14,4,1,15,0,356
0.9224993811772957,23,9,4.767675489257544,6911,12,15,2,1,1,480
0.7072386343133986,42,9,4.408078199389988,3653,14,2,5,9,2,545
0.15253904291426135,30,15,2.922498977653951,4340,3,17,4,15,0,443
0.5762883601668132,25,11,4.168959754594137,8876,15,13,3,4,4,350
0.6067150463828559,38,1,3.21288805161817,2141,11,14,3,14,4,667
0.424130671302386,85,8,0.3927891546186357,9558,3,16,4,12,0,758
0.7364442356247228,42,2,3.70282361629755,3897,2,0,1,12,2,517
0.9343670147690148,85,14,0.47454220633673105,5041,16,16,8,12,4,556
0.9255685129067763,62,2,2.970413902848562,3038,17,10,1,14,4,455
0.4508393714041321,77,18,3.513201029291144,5270,17,16,9,13,2,741
0.11323804584075525,29,17,0.3326380410542762,5683,16,13,1,7,2,324
0.9848411989623346,49,7,1.1539732696326588,1494,11,19,9,10,0,835
0.8388980864459341,30,16,4.5783611613082495,8116,3,18,8,17,3,359
0.12466268120326685,48,7,3.0815724611644817,2784,11,6,2,3,1,766
0.9208418826173723,37,6,1.231430094052658,4510,19,12,9,9,3,733
0.8698963620621283,35,6,3.453398855740033,4786,14,17,6,0,3,365
0.5188380571260721,77,2,2.983882099808448,6266,15,13,3,4,4,405
0.5912754357449292,80,0,2.507878499589742,6428,4,0,5,12,2,395
0.39900270387013026,23,3,4.880934874940419,7681,14,6,3,0,4,467
0.05476163882203133,49,4,3.4172688870375447,7893,16,7,9,7,1,341
0.3351972416459009,60,0,1.8772055483395633,5658,17,17,6,2,0,403
0.8028534485980114,19,14,4.00036716038434,8082,4,8,0,2,1,503
0.004632023004602859,77,4,4.4229164646059385,7869,12,0,2,6,4,819
0.3334991716911442,40,12,0.6261027975841571,8607,18,16,2,3,4,581
0.3981686935909433,48,7,1.0027648892263326,8669,12,18,0,2,4,342
0.5373956029379229,22,7,1.0811350456388986,7219,17,5,5,14,4,409
0.9198556164127605,51,4,3.456059046932702,5534,13,2,8,7,3,509
0.34634599436596125,27,8,3.0151977752664165,6979,3,4,7,2,0,348
0.3469532018962277,19,0,3.094957823492941,9890,3,1,6,6,3,414
0.7375012481097484,28,3,4.703866498447505,2312,19,19,9,17,4,454
0.45221794088980716,67,2,3.87955766403653,3962,19,3,7,10,2,802
0.22460482293998196,48,1,0.6396846225589159,3938,18,9,5,10,3,370
0.4524395161326934,73,7,1.7375354121259052,4197,12,9,8,16,4,818
0.14085702037979986,26,8,2.176968230878678,6296,11,10,2,5,4,635
0.1763869865062233,38,1,1.9798079437380245,8204,6,15,9,7,0,366
0.49836777273947974,45,13,3.346543045809396,6730,11,16,9,0,1,792
0.4189254495045479,79,13,4.459465516282813,1126,3,15,8,9,3,512
0.9148459010681,24,3,1.53025731761394,6602,1,6,3,18,3,480
0.3623938991166331,33,5,2.759385682105928,2191,1,15,6,2,3,547
0.5805883502780435,21,10,3.9470471095679285,3639,4,2,8,3,4,513
0.6322642879195304,21,2,2.0810902942267466,2366,9,15,1,10,0,658
0.013094456588333636,57,7,0.8405906419964793,7453,9,7,1,14,4,548
0.6635373720167106,34,2,2.3747548263187412,7671,8,11,8,0,4,815
0.17803596686975143,69,13,0.27611260371514235,7683,12,2,2,8,2,387
0.9610703174694551,69,12,4.7119172700113845,5539,6,16,8,10,0,475
0.14866272775311296,53,12,0.3741060259748652,9876,4,17,4,18,3,725
0.41462412372702373,55,1,2.192283576252891,3887,9,10,5,12,1,380
0.08534966807864386,67,12,2.649406305442631,5086,9,3,1,15,3,437
0.9968742518459474,80,18,4.926519161436428,3261,5,15,7,3,4,732
0.5021950103312426,80,5,0.8301091182143039,5180,18,16,8,0,0,769
0.5953850173200438,79,15,0.5721575930617928,3841,7,8,1,19,0,649
0.06707647738842748,24,1,0.043530735312717894,7040,0,5,5,12,0,425
0.7499604703991778,44,7,0.7778571843465115,4560,16,19,5,0,2,608
0.20990559309558576,31,16,1.036364895338338,5758,6,1,7,4,3,529
0.8980542894407137,88,1,3.1529047079154617,1626,13,8,9,4,2,759
0.20513964048200717,22,9,1.0985339519570019,6014,16,5,4,13,1,644
0.19068772066366657,72,15,0.10260407364662605,2375,8,2,8,13,4,609
0.03654966784809488,19,5,4.1330917275124435,2181,16,19,0,7,2,319
0.47206694510999925,79,1,1.8279785050198338,6708,4,5,8,3,2,840
0.5648411332626164,38,1,1.7684834329036696,1490,19,6,9,6,4,776
0.06570863942835237,38,12,1.512395145839633,4729,7,0,6,19,0,568
0.7755276166950106,27,14,4.876866385732105,6974,5,0,3,18,4,302
0.4532888347480276,75,1,0.8505770865464074,4534,10,4,2,14,3,315
0.52439026932758,56,6,4.491190319766176,4296,18,5,9,3,4,657
0.44076274693822814,22,2,3.88401666069944,2940,3,12,5,18,0,432
0.400763060875326,82,7,0.3823997774965654,6014,17,1,0,8,4,611
0.5596403313082179,30,13,4.933645507504243,2882,0,14,2,12,2,781
0.1552402459307125,70,6,1.3568298176950528,5908,12,14,1,13,1,843
0.18192813049527112,62,6,0.4929146351120617,3987,13,12,8,13,2,604
0.8617856210135173,49,0,4.146571170628797,6585,0,13,2,9,1,568
0.9461154621336327,53,16,3.5333776683884994,4159,10,6,1,15,4,713
0.37330931627975295,77,8,3.086094029389504,5530,16,13,3,4,3,324
0.27074467314355377,28,12,0.7799043184946658,1681,3,9,1,5,4,615
0.6439995432390158,80,18,2.3924805812798096,6254,11,16,0,1,0,575
0.4087341710980964,38,18,3.9027801344360693,2073,9,13,5,12,4,688
0.02538635566034486,69,16,1.5181196907192014,3387,5,7,9,12,1,743
0.15615259736619036,72,9,1.5584491425752072,3693,0,3,7,18,2,726
0.7159722288473975,43,9,0.01570453024061058,5340,6,15,9,17,3,356
0.6589239419101514,85,3,0.8712170082268977,3156,15,12,9,18,4,667
0.02709599250348349,51,7,4.377028125609171,8966,13,19,1,0,4,641
0.22197216193294944,69,19,2.2087324581885355,3580,19,17,8,7,2,603
0.2310747965880714,69,19,4.9211724961721695,8257,19,13,2,15,3,673
0.6718927435987284,46,17,1.9785398178689628,3159,5,17,7,1,4,411
0.019710537754364155,55,13,3.575932273901206,7772,4,4,7,7,4,305
0.10410858198457384,59,17,1.4095952145236457,2627,17,8,2,5,1,578
0.7999160853731894,38,13,1.8190482057046675,9219,14,2,2,15,1,681
0.1785446620543336,59,19,0.9536299379544733,8080,5,7,5,10,0,312
0.6527461078518747,30,14,1.735311842496975,2985,18,19,0,16,2,602
0.23818278104672652,81,3,2.7361876021032154,9488,0,9,3,18,3,459
0.09944139275934516,34,12,4.958864404896247,3181,0,18,0,10,4,453
0.24317219099945409,26,7,3.3210085653589285,3296,12,2,2,7,4,480
0.7222669318556592,58,17,0.9962297720415703,8164,2,10,8,3,0,825
0.8556964681062857,18,11,0.22480720795775566,3597,9,10,4,10,4,479
0.8302198645669916,19,13,0.631782406572553,1901,2,16,4,7,2,676
0.3971835296184548,77,1,2.8127760063652367,7060,8,15,3,8,0,467
0.6680851365706462,65,17,3.825801644083832,2677,7,6,2,1,2,513
0.20498429541582097,46,1,4.702096036503734,3881,2,3,4,15,0,449
0.29314773026101326,27,10,0.07911585998410409,6622,12,18,3,5,4,315
0.8963358185211198,75,8,2.613800707809349,9052,5,11,7,18,0,390
0.013001923510736035,77,11,2.354336781115884,2378,12,14,3,7,1,419
0.08550853085446808,38,16,3.28027510987852,2248,19,10,7,13,3,552
0.20788625514602732,45,14,2.79789427232671,6650,19,4,5,15,4,359
0.026532203873819715,51,16,3.435195752912403,7079,11,4,4,11,3,565
0.18143543508979731,25,17,3.2904129237459516,8036,12,14,3,4,4,708
0.5830415609696922,76,5,0.585058624289731,7487,1,17,3,18,3,330
0.42142455059249795,89,16,3.998589568093598,2058,15,10,3,17,1,320
0.8926717110769748,66,17,0.6161628785816242,3048,5,11,8,8,3,588
0.8174435617384409,34,7,3.4926531260456857,7115,18,1,3,1,0,842
0.34181735169787597,77,8,2.0807268382030335,5248,12,19,8,19,3,797
0.2594234334312925,62,5,2.5692536728829896,3476,16,14,9,11,4,773
0.3796924081672669,86,4,4.516490071878553,5603,8,19,5,1,2,704
0.5902949425148077,49,11,4.449418632367433,4553,16,3,9,9,3,847
0.26806364082287626,61,10,4.089281528275148,1220,1,17,6,0,3,431
0.624148907849134,82,0,2.5507419022816165,5818,18,5,9,3,3,623
0.4094116521912404,25,10,3.6811990506691656,8192,18,18,2,11,4,431
0.5520471808519802,89,18,2.5644852775940468,5623,6,10,7,8,3,820
0.4361265291353167,60,8,4.3480304123738875,8349,9,1,2,3,4,329
0.29446575954191767,18,1,2.0138791661644992,6618,9,7,0,8,4,600
0.9484533069621567,68,11,4.851176722074384,8209,19,10,9,5,2,303
0.7636057941597608,41,3,4.661613791144388,5576,8,4,4,0,0,624
0.14011317576645255,41,3,3.7080130972589274,2871,16,17,1,9,4,808
0.8684679758979128,34,17,1.39707942088036,8915,14,17,9,13,1,536
0.48743119824951364,22,14,0.658267943966292,2462,1,13,5,17,3,834
0.8945522268940914,37,18,4.2735172504659875,6521,3,9,9,5,1,315
0.7998552559473152,38,12,0.8265114306898064,9536,18,2,8,17,3,833
0.42521350446923345,75,18,4.271303944986679,9236,16,8,0,19,2,745
0.022469308320117398,48,16,2.4538250335618024,8813,4,2,3,15,4,802
0.2686773593849461,28,5,2.0327839190405212,3068,6,10,0,14,0,529
0.5416342146608669,69,15,4.515953894172146,6753,17,11,0,15,4,406
0.6334782198261473,32,11,3.0192549127013897,8237,6,11,7,7,3,688
0.2578876854332023,24,18,2.883070035648589,8016,16,2,1,12,0,562
0.13935607407282413,45,4,2.793829723121988,7191,6,6,0,10,4,364
0.8349302367992991,68,16,1.855847580097657,2514,3,13,7,6,0,564
0.9844021807035521,75,0,3.9282155176456364,3598,7,10,3,16,3,637
0.5256901823026858,22,9,1.263992220078865,2001,12,6,2,17,2,600
0.1716792858483035,22,14,4.694474800206375,2033,3,9,3,18,2,677
0.27230732651936895,25,10,4.469926025234804,7899,5,10,4,12,4,474
0.018390676547466733,81,12,1.6874016283744908,9465,4,14,0,14,1,451
0.914298806560499,27,4,3.6473188491583186,6051,11,18,0,0,3,775
0.11775108289014113,55,0,2.8661159722479574,5476,3,15,2,15,4,565
0.5765164755142536,25,11,1.688246509996173,1478,8,19,5,4,4,628
0.274055220687206,42,10,4.9426082399772335,1515,3,11,0,2,2,462
0.5541780025157934,83,16,0.12618672924132102,2191,18,17,1,9,0,737
0.6514203883518642,67,3,1.2632301531064334,7297,13,12,6,18,3,642
0.8297418037072016,84,14,2.600370305555752,1271,4,4,0,4,0,666
0.2064212717606032,66,8,2.6097650173928195,9334,17,3,6,6,3,764
0.010995828658480478,53,19,2.944665374727821,8778,9,13,3,13,1,498
0.13688563006880727,85,18,3.7583808601145963,7008,18,7,9,2,2,799
0.9000186418481051,58,18,3.117389152596482,8987,11,8,5,12,1,315
0.8738900775625152,79,11,3.001407302640185,4332,17,18,7,12,4,595
0.5974131021703083,27,4,0.26757231456521646,1787,16,2,8,9,2,810
0.6005168604336534,38,9,1.8826514389464917,7222,10,4,5,1,4,538
0.6650366745462555,53,16,1.16027869850578,1622,2,17,8,5,1,600
0.1753712786234496,29,4,1.3268505580098773,4841,16,0,3,7,3,305
0.9144119459249598,19,15,2.7716873717017245,4676,0,7,5,3,4,519
0.4187705248920731,30,6,0.9975265746480422,3572,14,18,7,11,0,752
0.38313852824949746,70,8,1.4697455050844876,7915,8,16,8,14,3,732
0.5189177052828375,49,2,1.1854235425867006,6033,14,16,2,7,3,685
0.046965966775055046,33,14,4.742514716090974,8788,2,10,1,6,1,594
0.1662833687560794,49,15,4.723328660855476,6214,18,1,5,13,1,417
0.7380336164263704,49,17,3.0497077929802585,5712,12,5,3,18,2,704
0.08279866792512647,28,13,4.622612343659499,1066,11,13,0,13,2,311
0.6031521094663882,27,2,3.9290632273418655,8533,19,2,7,12,0,508
0.24534910968132095,32,11,2.949739414009044,5616,0,11,8,0,3,464
0.38929561404197655,34,8,0.03217605748397856,2140,16,3,8,18,0,593
0.28869373677069987,57,6,3.8625814303970203,6730,12,11,1,0,0,818
0.35567271646494913,35,8,3.5124417079423442,8465,0,12,8,3,1,377
0.7190459051842455,72,12,3.07626826641207,5471,9,1,6,9,0,733
0.297121715623175,42,17,3.8021215584123587,4339,14,1,4,2,0,376
0.5664046402968972,76,4,2.5646108238738288,1548,6,14,6,19,4,347
0.47605040219909966,39,12,3.5204163566066953,8675,17,16,8,8,2,381
0.6636711653626481,47,3,4.675860433632467,9264,15,6,7,2,2,508
0.936829739324758,61,1,1.8790250792304315,1198,13,13,5,5,3,744
0.7325720972102503,49,15,3.540609174503127,1571,17,11,3,5,2,821
0.21494037859075676,68,8,2.3784390900547936,1790,6,16,0,11,3,328
0.031183135061284672,63,8,3.371998259069908,2174,16,13,5,0,4,603
0.2622640442998251,38,5,3.8144666777718204,1178,17,5,2,15,2,764
0.5950779307002548,49,10,0.2272625021789798,3244,11,18,5,4,4,801
0.05142581348425035,56,0,3.2330022197433097,5086,7,5,5,8,2,745
0.49636624720123634,29,3,1.1337059220347228,1734,1,17,3,9,2,789
0.5968428489168892,64,12,3.350162689037834,7232,6,4,1,12,4,727
0.3342438908169608,35,12,2.3416509296690675,1798,3,5,8,14,0,658
0.7709122037458219,38,12,3.867763709324436,8601,17,1,1,11,0,390
0.1065982531337718,30,1,0.6170040760279821,9979,5,7,2,4,0,352
0.07513778173580876,38,8,3.1316117582809753,3795,8,14,9,4,0,503
0.7281887562036033,25,7,1.3923536446377616,5588,8,14,0,17,2,455
0.49549131620619846,63,6,4.264909976652957,8297,13,10,6,11,1,301
0.688402396427736,24,3,4.641917528181537,4084,7,0,0,2,4,656
0.4348273386037462,40,17,4.981991468395277,1731,18,17,8,6,1,357
0.2464020332391068,39,2,3.9800370121364166,2129,2,11,0,16,1,553
0.8191023176741997,39,5,3.7686703521400227,2605,17,11,4,18,3,479
0.7994158789689793,46,11,1.0775037943377552,3933,4,10,6,17,0,792
0.6946964708544268,30,11,1.6800352949505437,9516,13,7,2,0,2,334
0.2721451372299627,19,7,2.3284127088113977,6074,3,6,8,4,0,374
0.5902306668690871,46,0,3.8669052389112486,8099,6,1,7,1,0,588
0.3609738969400268,69,3,4.574829325389843,2490,19,10,2,0,1,670
0.09158207332663415,44,10,0.9456955001149231,1893,11,9,4,6,3,628
0.9173135754622428,67,2,4.611837423350514,2390,1,2,6,10,0,603
0.1368186309189614,40,12,3.47812326177029,4389,10,19,3,10,4,520
0.9502373538208024,61,16,3.053853653425193,5239,13,9,4,17,4,463
0.44600577295795574,39,9,0.9992063564096976,5479,15,17,2,16,0,779
